AX AY AZ AT GX GY GZ GT TS
-0.1 -0.13 -2.04 -2.27 11.23 8.48 8.97 28.69 1655503798.6132793
-0.1 -0.13 -2.04 -2.27 12.27 9.95 8.85 31.07 1655503798.6140232
-0.1 -0.12 -2.04 -2.26 12.39 10.31 9.83 32.53 1655503798.619583
-0.11 -0.12 -2.04 -2.27 13.37 9.34 10.01 32.71 1655503798.620353
-0.1 -0.13 -2.04 -2.27 12.51 10.19 9.58 32.29 1655503798.6234426
-0.1 -0.13 -2.04 -2.27 13.61 9.64 9.58 32.84 1655503798.6265829
-0.1 -0.13 -2.04 -2.26 13.61 9.34 9.58 32.53 1655503798.629879
-0.1 -0.1 -2.04 -2.24 11.9 9.34 9.77 31.01 1655503798.6332252
-0.1 -0.13 -2.03 -2.26 10.99 9.77 8.54 29.3 1655503798.6364572
-0.1 -0.13 -2.04 -2.27 11.11 10.86 9.34 31.31 1655503798.6398525
-0.1 -0.13 -2.04 -2.27 12.94 8.36 9.89 31.19 1655503798.643067
-0.1 -0.13 -2.04 -2.26 12.7 10.44 10.01 33.14 1655503798.6465063
-0.1 -0.13 -2.04 -2.26 14.04 9.46 10.19 33.69 1655503798.6497781
-0.1 -0.13 -2.04 -2.27 13.37 9.34 9.28 31.98 1655503798.661374
-0.1 -0.13 -2.04 -2.26 12.21 9.4 9.77 31.37 1655503798.6621425
-0.1 -0.13 -2.03 -2.27 11.96 9.03 8.79 29.79 1655503798.6629527
-0.1 -0.12 -2.04 -2.27 12.94 10.68 8.54 32.17 1655503798.6637223
-0.11 -0.13 -2.04 -2.27 13.79 10.93 9.28 34.0 1655503798.6683373
-0.1 -0.13 -2.04 -2.27 13.55 10.68 8.73 32.96 1655503798.6696599
-0.1 -0.13 -2.04 -2.27 14.53 10.74 9.34 34.61 1655503798.6730218
-0.11 -0.13 -2.04 -2.28 13.61 10.68 8.79 33.08 1655503798.676344
-0.1 -0.13 -2.04 -2.26 13.37 11.05 9.7 34.12 1655503798.6797931
-0.1 -0.13 -2.04 -2.27 12.76 11.47 8.97 33.2 1655503798.6829202
-0.1 -0.13 -2.05 -2.28 13.43 10.44 8.06 31.92 1655503798.686234
-0.1 -0.13 -2.04 -2.27 13.43 10.38 8.91 32.71 1655503798.6895702
-0.1 -0.13 -2.04 -2.27 12.39 8.48 9.7 30.58 1655503798.6928
-0.1 -0.13 -2.03 -2.26 13.98 9.34 9.95 33.26 1655503798.6961184
-0.1 -0.13 -2.04 -2.27 13.85 9.89 9.64 33.39 1655503798.6994195
-0.1 -0.13 -2.04 -2.27 13.92 9.64 9.28 32.84 1655503798.7027328
-0.1 -0.13 -2.04 -2.27 13.18 9.83 9.64 32.65 1655503798.7120466
-0.1 -0.13 -2.04 -2.27 13.67 9.46 9.03 32.17 1655503798.7128181
-0.1 -0.13 -2.04 -2.27 13.37 9.64 9.46 32.47 1655503798.7135541
-0.1 -0.13 -2.05 -2.28 12.76 10.13 9.28 32.17 1655503798.7182274
-0.1 -0.13 -2.04 -2.27 13.55 9.03 9.7 32.29 1655503798.7201433
-0.1 -0.13 -2.04 -2.27 11.84 9.09 10.13 31.07 1655503798.7226644
-0.1 -0.13 -2.04 -2.27 12.21 8.61 8.91 29.72 1655503798.7260137
-0.1 -0.13 -2.03 -2.26 11.96 9.4 9.46 30.82 1655503798.7292848
-0.1 -0.13 -2.04 -2.27 12.08 10.5 8.42 31.01 1655503798.7327173
-0.1 -0.13 -2.04 -2.26 13.43 9.95 7.81 31.19 1655503798.7360892
-0.1 -0.13 -2.04 -2.26 11.54 9.09 9.95 30.58 1655503798.7392871
-0.1 -0.1 -2.04 -2.24 11.66 10.74 9.64 32.04 1655503798.742586
-0.1 -0.13 -2.04 -2.27 11.35 9.89 8.54 29.79 1655503798.7458806
-0.1 -0.13 -2.04 -2.27 11.84 9.16 8.91 29.91 1655503798.7491493
-0.1 -0.13 -2.04 -2.27 13.55 10.31 9.03 32.9 1655503798.76081
-0.1 -0.13 -2.04 -2.27 12.76 9.89 10.31 32.96 1655503798.761934
-0.11 -0.13 -2.04 -2.27 11.41 10.99 8.54 30.94 1655503798.7627535
-0.1 -0.13 -2.04 -2.27 12.15 8.79 9.64 30.58 1655503798.7636023
-0.1 -0.12 -2.04 -2.26 12.15 9.7 9.7 31.56 1655503798.7678988
-0.1 -0.12 -2.04 -2.27 10.68 8.85 9.4 28.93 1655503798.7690263
-0.1 -0.13 -2.04 -2.27 12.82 8.97 9.4 31.19 1655503798.7724247
-0.1 -0.13 -2.04 -2.27 13.31 10.31 8.54 32.17 1655503798.7756875
-0.1 -0.13 -2.04 -2.26 11.6 9.46 10.31 31.37 1655503798.779234
-0.1 -0.13 -2.04 -2.27 13.12 9.46 9.58 32.17 1655503798.7823198
-0.1 -0.13 -2.03 -2.26 12.08 8.91 8.73 29.72 1655503798.7858062
-0.1 -0.13 -2.03 -2.27 12.76 9.58 9.58 31.92 1655503798.7889404
-0.11 -0.13 -2.04 -2.27 12.63 9.4 9.64 31.68 1655503798.7922602
-0.1 -0.13 -2.04 -2.27 12.88 9.46 10.07 32.41 1655503798.7955928
-0.1 -0.13 -2.04 -2.27 12.15 9.22 10.01 31.37 1655503798.7989974
-0.1 -0.13 -2.04 -2.27 13.49 10.86 9.77 34.12 1655503798.80236
-0.1 -0.12 -2.04 -2.27 13.79 8.79 8.97 31.56 1655503798.8120542
-0.1 -0.13 -2.04 -2.27 13.79 10.01 7.02 30.82 1655503798.8128316
-0.1 -0.13 -2.04 -2.27 12.82 9.64 8.97 31.43 1655503798.8135624
-0.1 -0.13 -2.04 -2.27 12.33 10.31 8.42 31.07 1655503798.8181715
-0.11 -0.13 -2.04 -2.28 13.37 10.62 9.16 33.14 1655503798.8190491
-0.11 -0.13 -2.04 -2.27 13.43 10.31 9.95 33.69 1655503798.8221116
-0.1 -0.13 -2.04 -2.27 12.88 10.19 9.03 32.1 1655503798.825405
-0.1 -0.13 -2.04 -2.27 13.79 10.44 8.97 33.2 1655503798.828764
-0.1 -0.13 -2.04 -2.27 15.08 9.52 8.73 33.33 1655503798.831993
-0.1 -0.13 -2.04 -2.27 13.18 10.8 9.95 33.94 1655503798.835286
-0.1 -0.13 -2.04 -2.27 13.06 9.16 8.61 30.82 1655503798.8386283
-0.1 -0.13 -2.04 -2.27 12.33 9.09 9.09 30.52 1655503798.8420022
-0.1 -0.12 -2.04 -2.26 10.8 8.06 9.03 27.89 1655503798.8453002
-0.1 -0.13 -2.04 -2.27 12.02 9.89 9.77 31.68 1655503798.8486307
-0.11 -0.16 -2.04 -2.3 12.21 10.38 10.44 33.02 1655503798.8521323
-0.1 -0.13 -2.04 -2.27 13.06 8.61 9.4 31.07 1655503798.8617315
-0.1 -0.13 -2.04 -2.27 12.51 9.77 9.58 31.86 1655503798.8624935
-0.1 -0.13 -2.04 -2.27 12.7 9.52 8.06 30.27 1655503798.8632798
-0.1 -0.13 -2.04 -2.27 12.21 10.13 9.28 31.62 1655503798.8679767
-0.1 -0.13 -2.04 -2.26 12.76 10.07 8.85 31.68 1655503798.8687968
-0.11 -0.13 -2.04 -2.28 13.55 9.16 9.83 32.53 1655503798.8718526
-0.1 -0.13 -2.04 -2.27 12.21 9.28 9.4 30.88 1655503798.8751926
-0.1 -0.13 -2.04 -2.27 12.94 9.34 8.0 30.27 1655503798.878436
-0.1 -0.13 -2.04 -2.27 10.13 9.89 8.61 28.63 1655503798.8817546
-0.1 -0.13 -2.04 -2.27 11.47 9.4 8.61 29.48 1655503798.885013
-0.1 -0.12 -2.04 -2.26 12.45 10.86 8.85 32.17 1655503798.8883634
-0.1 -0.13 -2.04 -2.27 11.9 8.85 8.36 29.11 1655503798.8916392
-0.1 -0.13 -2.04 -2.27 12.27 9.34 8.36 29.97 1655503798.8950393
-0.1 -0.13 -2.04 -2.27 11.17 8.97 8.91 29.05 1655503798.8982067
-0.1 -0.13 -2.03 -2.26 12.08 9.89 9.22 31.19 1655503798.9054637
-0.1 -0.13 -2.04 -2.26 12.82 10.74 10.19 33.75 1655503798.9058106
-0.1 -0.13 -2.04 -2.28 11.11 10.31 9.83 31.25 1655503798.9092562
-0.1 -0.13 -2.04 -2.26 11.96 10.44 10.01 32.41 1655503798.9114115
-0.1 -0.13 -2.04 -2.27 13.0 9.89 9.89 32.78 1655503798.914766
-0.1 -0.13 -2.04 -2.27 12.94 10.01 8.48 31.43 1655503798.9179785
-0.1 -0.13 -2.03 -2.26 10.99 8.54 8.61 28.14 1655503798.9216642
-0.1 -0.13 -2.04 -2.26 11.84 9.09 9.22 30.15 1655503798.924898
-0.11 -0.13 -2.03 -2.27 12.88 9.89 9.58 32.35 1655503798.928133
-0.1 -0.13 -2.04 -2.28 12.76 10.68 8.67 32.1 1655503798.9313357
-0.1 -0.13 -2.03 -2.27 14.89 10.8 7.75 33.45 1655503798.9348378
-0.1 -0.13 -2.04 -2.27 13.98 10.62 9.4 34.0 1655503798.938066
-0.11 -0.13 -2.04 -2.27 15.08 10.01 9.09 34.18 1655503798.9414127
-0.1 -0.13 -2.04 -2.27 12.76 11.66 9.28 33.69 1655503798.9447057
-0.1 -0.13 -2.04 -2.26 13.67 11.29 9.03 34.0 1655503798.9478755
-0.1 -0.12 -2.04 -2.26 13.31 10.13 10.31 33.75 1655503798.951198
-0.1 -0.13 -2.04 -2.27 14.04 9.77 9.77 33.57 1655503798.9572155
-0.11 -0.12 -2.04 -2.27 13.61 11.17 9.83 34.61 1655503798.957869
-0.1 -0.13 -2.04 -2.27 12.02 9.46 8.67 30.15 1655503798.9614866
-0.1 -0.13 -2.04 -2.27 14.16 8.85 7.57 30.58 1655503798.9645724
-0.1 -0.13 -2.04 -2.27 13.31 10.25 8.91 32.47 1655503798.9678223
-0.1 -0.13 -2.04 -2.27 13.06 10.07 9.58 32.71 1655503798.9712236
-0.1 -0.13 -2.04 -2.28 13.31 10.86 9.83 34.0 1655503798.9744427
-0.1 -0.13 -2.04 -2.27 13.49 11.78 9.4 34.67 1655503798.977738
-0.11 -0.13 -2.04 -2.27 12.08 11.35 8.24 31.68 1655503798.981071
-0.1 -0.13 -2.04 -2.27 13.06 10.44 7.26 30.76 1655503798.9845412
-0.1 -0.13 -2.04 -2.27 13.43 10.07 8.54 32.04 1655503798.98775
-0.1 -0.13 -2.04 -2.28 12.45 10.38 10.25 33.08 1655503798.9913301
-0.1 -0.13 -2.04 -2.27 13.49 10.5 10.25 34.24 1655503798.994581
-0.1 -0.13 -2.04 -2.27 14.28 11.05 8.36 33.69 1655503798.998217
-0.1 -0.13 -2.04 -2.27 13.06 12.27 9.09 34.42 1655503799.002399
-0.1 -0.13 -2.04 -2.28 12.45 10.25 8.3 31.01 1655503799.014634
-0.1 -0.13 -2.04 -2.28 12.57 10.8 9.7 33.08 1655503799.0157807
-0.1 -0.13 -2.04 -2.28 12.94 10.5 9.28 32.71 1655503799.017143
-0.1 -0.13 -2.04 -2.27 12.76 10.19 8.24 31.19 1655503799.0246572
-0.11 -0.12 -2.04 -2.27 13.31 9.95 8.3 31.56 1655503799.0257738
-0.11 -0.13 -2.04 -2.27 13.67 8.54 9.95 32.17 1655503799.026834
-0.1 -0.13 -2.04 -2.27 11.66 9.52 9.46 30.64 1655503799.0279481
-0.1 -0.13 -2.04 -2.27 11.78 9.95 9.03 30.76 1655503799.0289936
-0.1 -0.13 -2.04 -2.27 11.54 9.89 9.83 31.25 1655503799.0310693
-0.1 -0.13 -2.04 -2.27 12.63 10.19 8.67 31.49 1655503799.0343604
-0.11 -0.13 -2.04 -2.27 12.15 8.48 9.16 29.79 1655503799.037677
-0.1 -0.13 -2.04 -2.26 12.15 9.58 8.67 30.4 1655503799.0409963
-0.1 -0.13 -2.04 -2.27 12.02 10.31 10.13 32.47 1655503799.044332
-0.1 -0.13 -2.04 -2.27 11.23 9.89 9.09 30.21 1655503799.0478342
-0.09 -0.13 -2.04 -2.27 11.96 10.19 9.46 31.62 1655503799.0523615
-0.13 -0.13 -2.04 -2.29 12.21 9.52 9.22 30.94 1655503799.0647209
-0.1 -0.13 -2.04 -2.27 12.45 9.03 9.46 30.94 1655503799.0657887
-0.1 -0.13 -2.04 -2.27 12.94 8.67 7.93 29.54 1655503799.0670576
-0.09 -0.12 -2.03 -2.25 11.9 9.46 9.4 30.76 1655503799.0683398
-0.1 -0.13 -2.04 -2.27 12.57 9.77 9.22 31.56 1655503799.0749679
-0.1 -0.13 -2.04 -2.27 13.85 10.99 8.61 33.45 1655503799.0764194
-0.1 -0.13 -2.03 -2.26 13.12 10.01 8.3 31.43 1655503799.0774932
-0.1 -0.13 -2.04 -2.27 12.45 10.5 8.79 31.74 1655503799.0785747
-0.1 -0.13 -2.04 -2.27 14.04 10.8 9.58 34.42 1655503799.0811322
-0.1 -0.13 -2.04 -2.27 11.72 10.38 9.77 31.86 1655503799.084107
-0.1 -0.13 -2.03 -2.27 14.4 10.93 9.09 34.42 1655503799.0875561
-0.11 -0.12 -2.04 -2.27 12.39 11.66 10.01 34.06 1655503799.0907323
-0.1 -0.13 -2.04 -2.27 12.21 9.46 10.19 31.86 1655503799.094063
-0.1 -0.13 -2.04 -2.26 13.12 9.95 8.61 31.68 1655503799.0972922
-0.1 -0.13 -2.04 -2.27 13.06 9.95 9.4 32.41 1655503799.1006243
-0.1 -0.13 -2.04 -2.26 14.1 9.22 9.7 33.02 1655503799.1039581
-0.11 -0.13 -2.04 -2.27 12.39 9.83 10.01 32.23 1655503799.1154935
-0.1 -0.13 -2.04 -2.27 14.47 9.83 8.24 32.53 1655503799.1165357
-0.1 -0.13 -2.04 -2.27 13.73 10.31 8.91 32.96 1655503799.117568
-0.1 -0.13 -2.04 -2.27 13.98 8.54 10.13 32.65 1655503799.118595
-0.11 -0.13 -2.04 -2.28 13.79 9.77 9.4 32.96 1655503799.1235814
-0.1 -0.13 -2.04 -2.28 13.31 10.13 9.52 32.96 1655503799.1257575
-0.1 -0.13 -2.04 -2.27 14.77 10.25 9.4 34.42 1655503799.1272008
-0.1 -0.13 -2.04 -2.28 14.89 10.19 10.25 35.34 1655503799.1304884
-0.1 -0.13 -2.04 -2.27 14.59 9.77 9.28 33.63 1655503799.133783
-0.1 -0.13 -2.04 -2.27 13.24 10.07 9.58 32.9 1655503799.1371293
-0.1 -0.13 -2.04 -2.27 14.16 10.62 9.22 34.0 1655503799.1404266
-0.1 -0.13 -2.04 -2.27 14.28 10.19 9.09 33.57 1655503799.1437485
-0.1 -0.13 -2.04 -2.27 13.18 11.54 8.73 33.45 1655503799.1471
-0.1 -0.13 -2.04 -2.28 14.04 9.83 10.07 33.94 1655503799.1521735
-0.1 -0.13 -2.04 -2.26 13.92 10.19 8.73 32.84 1655503799.1635704
-0.11 -0.13 -2.04 -2.28 12.88 10.56 9.28 32.71 1655503799.1646206
-0.1 -0.13 -2.04 -2.28 13.73 9.09 9.52 32.35 1655503799.1656299
-0.1 -0.13 -2.04 -2.27 14.65 8.36 9.09 32.1 1655503799.1666434
-0.1 -0.13 -2.04 -2.27 14.65 10.44 10.5 35.58 1655503799.1715295
-0.11 -0.13 -2.04 -2.27 14.1 10.56 10.8 35.46 1655503799.1730676
-0.1 -0.13 -2.04 -2.27 13.06 9.09 9.28 31.43 1655503799.1741083
-0.1 -0.13 -2.04 -2.28 12.21 10.44 9.09 31.74 1655503799.1769178
-0.1 -0.13 -2.04 -2.27 12.45 10.74 10.01 33.2 1655503799.1802216
-0.1 -0.13 -2.04 -2.27 12.33 8.36 9.77 30.46 1655503799.1834779
-0.1 -0.13 -2.04 -2.27 11.78 10.5 9.09 31.37 1655503799.1868093
-0.1 -0.13 -2.04 -2.27 13.12 10.07 9.22 32.41 1655503799.1901524
-0.1 -0.13 -2.04 -2.27 12.7 9.16 9.52 31.37 1655503799.193438
-0.1 -0.13 -2.04 -2.27 12.45 9.83 9.28 31.56 1655503799.1968105
-0.1 -0.13 -2.04 -2.27 12.76 9.89 8.79 31.43 1655503799.2001092
-0.1 -0.13 -2.04 -2.27 13.55 10.74 10.13 34.42 1655503799.2034771
-0.1 -0.13 -2.04 -2.27 11.9 9.83 9.34 31.07 1655503799.2144558
-0.1 -0.13 -2.04 -2.27 13.24 9.7 9.28 32.23 1655503799.21558
-0.1 -0.13 -2.04 -2.27 12.82 9.95 8.79 31.56 1655503799.2166119
-0.1 -0.13 -2.04 -2.27 13.43 9.16 10.01 32.59 1655503799.2214952
-0.1 -0.13 -2.04 -2.26 14.1 9.7 8.54 32.35 1655503799.2225802
-0.1 -0.13 -2.04 -2.28 13.31 9.77 9.09 32.17 1655503799.2236762
-0.11 -0.13 -2.04 -2.27 13.55 8.97 9.28 31.8 1655503799.226882
-0.1 -0.13 -2.04 -2.27 13.06 11.11 10.74 34.91 1655503799.2299688
-0.1 -0.13 -2.04 -2.27 14.47 9.46 9.34 33.26 1655503799.2332234
-0.11 -0.13 -2.04 -2.28 12.27 8.79 9.28 30.33 1655503799.2365458
-0.1 -0.13 -2.04 -2.27 13.73 9.46 9.16 32.35 1655503799.2398694
-0.1 -0.13 -2.04 -2.27 13.31 9.46 9.7 32.47 1655503799.243219
-0.1 -0.12 -2.04 -2.26 13.37 8.85 9.03 31.25 1655503799.2464914
-0.1 -0.13 -2.04 -2.27 13.55 10.44 7.93 31.92 1655503799.2498221
-0.1 -0.13 -2.04 -2.27 12.57 10.99 9.64 33.2 1655503799.2531972
-0.1 -0.13 -2.04 -2.26 13.61 10.99 8.73 33.33 1655503799.264138
-0.1 -0.13 -2.04 -2.27 12.15 9.89 9.89 31.92 1655503799.2651806
-0.1 -0.13 -2.04 -2.27 13.92 10.25 10.13 34.3 1655503799.2662375
-0.11 -0.13 -2.04 -2.27 12.21 10.01 9.22 31.43 1655503799.2713156
-0.11 -0.13 -2.04 -2.28 13.06 10.74 9.28 33.08 1655503799.2723758
-0.1 -0.13 -2.03 -2.26 12.94 10.86 8.24 32.04 1655503799.2734048
-0.1 -0.13 -2.04 -2.27 12.57 10.19 8.48 31.25 1655503799.2763495
-0.1 -0.13 -2.04 -2.27 13.85 10.01 9.52 33.39 1655503799.2796493
-0.1 -0.13 -2.04 -2.26 12.88 9.16 9.83 31.86 1655503799.2829714
-0.1 -0.13 -2.04 -2.27 13.85 9.4 8.73 31.98 1655503799.286268
-0.1 -0.13 -2.04 -2.27 13.24 9.58 9.22 32.04 1655503799.289568
-0.1 -0.13 -2.04 -2.28 12.08 9.89 9.52 31.49 1655503799.2929308
-0.1 -0.13 -2.04 -2.27 12.82 9.83 8.42 31.07 1655503799.2961802
-0.1 -0.13 -2.03 -2.26 13.0 8.61 9.09 30.7 1655503799.2994754
-0.11 -0.13 -2.04 -2.28 12.27 10.19 9.28 31.74 1655503799.302826
-0.1 -0.13 -2.04 -2.27 12.88 9.52 9.4 31.8 1655503799.313691
-0.1 -0.13 -2.04 -2.27 13.06 11.23 9.34 33.63 1655503799.3147507
-0.1 -0.13 -2.04 -2.28 12.33 10.99 9.03 32.35 1655503799.3158646
-0.1 -0.13 -2.04 -2.27 10.93 10.93 9.77 31.62 1655503799.3207617
-0.1 -0.13 -2.04 -2.28 11.47 9.95 9.95 31.37 1655503799.3217988
-0.1 -0.13 -2.04 -2.27 14.83 9.46 8.91 33.2 1655503799.3228114
-0.1 -0.13 -2.04 -2.27 13.49 9.22 9.83 32.53 1655503799.3261395
-0.1 -0.12 -2.03 -2.26 12.08 9.58 10.07 31.74 1655503799.3301563
-0.11 -0.13 -2.04 -2.27 11.29 10.19 8.48 29.97 1655503799.332756
-0.1 -0.13 -2.04 -2.27 13.24 9.83 8.54 31.62 1655503799.3363578
-0.11 -0.13 -2.04 -2.28 13.37 9.4 9.58 32.35 1655503799.3394
-0.11 -0.13 -2.04 -2.28 11.9 9.83 9.95 31.68 1655503799.3428922
-0.1 -0.13 -2.03 -2.27 12.7 10.01 8.73 31.43 1655503799.3460255
-0.1 -0.13 -2.04 -2.26 13.49 9.89 11.35 34.73 1655503799.3495972
-0.1 -0.13 -2.03 -2.27 11.78 9.64 9.77 31.19 1655503799.3533897
-0.1 -0.13 -2.04 -2.27 12.33 10.56 8.0 30.88 1655503799.3644242
-0.1 -0.12 -2.04 -2.26 12.57 10.62 9.16 32.35 1655503799.3654828
-0.09 -0.13 -2.04 -2.26 11.17 10.07 9.58 30.82 1655503799.3665197
-0.1 -0.13 -2.03 -2.26 10.8 10.25 7.87 28.93 1655503799.3676565
-0.1 -0.13 -2.03 -2.26 13.49 9.22 9.64 32.35 1655503799.372799
-0.1 -0.13 -2.04 -2.26 11.54 9.83 8.97 30.33 1655503799.374025
-0.1 -0.13 -2.04 -2.27 11.84 10.8 8.18 30.82 1655503799.3757534
-0.1 -0.13 -2.04 -2.27 11.9 9.95 8.73 30.58 1655503799.3793626
-0.11 -0.12 -2.04 -2.27 13.31 9.46 9.83 32.59 1655503799.3823493
-0.1 -0.12 -2.04 -2.27 12.33 9.4 9.89 31.62 1655503799.3856869
-0.1 -0.13 -2.04 -2.27 12.02 10.31 8.97 31.31 1655503799.3890061
-0.1 -0.13 -2.04 -2.26 14.04 10.8 8.85 33.69 1655503799.3923028
-0.1 -0.13 -2.04 -2.27 14.22 9.16 8.54 31.92 1655503799.3956587
-0.1 -0.13 -2.04 -2.27 13.12 10.44 8.36 31.92 1655503799.3991106
-0.1 -0.13 -2.04 -2.26 13.61 9.58 8.24 31.43 1655503799.4028153
-0.1 -0.13 -2.04 -2.28 11.96 10.38 8.91 31.25 1655503799.4140327
-0.1 -0.13 -2.04 -2.28 13.73 10.25 8.79 32.78 1655503799.4151647
-0.11 -0.13 -2.04 -2.28 12.08 10.25 10.07 32.41 1655503799.416233
-0.1 -0.13 -2.04 -2.27 13.12 9.09 10.31 32.53 1655503799.4211783
-0.1 -0.13 -2.04 -2.27 11.9 10.56 9.83 32.29 1655503799.4222448
-0.1 -0.13 -2.04 -2.27 11.96 9.46 9.64 31.07 1655503799.4233482
-0.1 -0.13 -2.04 -2.27 11.9 10.19 8.91 31.01 1655503799.4264796
-0.1 -0.13 -2.04 -2.27 12.88 9.16 9.89 31.92 1655503799.4295223
-0.1 -0.13 -2.04 -2.27 12.88 9.09 9.7 31.68 1655503799.4324384
-0.11 -0.13 -2.04 -2.28 14.1 10.25 10.56 34.91 1655503799.435683
-0.1 -0.13 -2.04 -2.27 11.84 11.29 8.24 31.37 1655503799.4388928
-0.11 -0.13 -2.04 -2.28 13.12 12.02 8.36 33.51 1655503799.4421542
-0.1 -0.13 -2.04 -2.27 12.7 10.62 10.31 33.63 1655503799.4457226
-0.1 -0.13 -2.03 -2.27 11.96 9.95 10.38 32.29 1655503799.4490314
-0.1 -0.13 -2.04 -2.27 12.27 8.79 8.97 30.03 1655503799.4527202
-0.1 -0.13 -2.04 -2.27 12.82 9.77 7.69 30.27 1655503799.463879
-0.1 -0.13 -2.04 -2.27 12.27 8.61 9.77 30.64 1655503799.4649413
-0.1 -0.13 -2.04 -2.26 12.33 7.63 10.8 30.76 1655503799.4660037
-0.1 -0.13 -2.04 -2.27 11.35 8.42 8.3 28.08 1655503799.4671185
-0.1 -0.13 -2.04 -2.27 12.39 9.52 9.09 31.01 1655503799.471938
-0.1 -0.13 -2.03 -2.26 12.02 9.83 9.64 31.49 1655503799.472997
-0.1 -0.13 -2.04 -2.27 12.33 7.93 8.48 28.75 1655503799.4751308
-0.1 -0.13 -2.05 -2.28 12.88 10.19 8.18 31.25 1655503799.4784882
-0.1 -0.13 -2.04 -2.27 13.18 10.5 8.61 32.29 1655503799.4821754
-0.1 -0.13 -2.04 -2.26 12.39 10.38 8.48 31.25 1655503799.486581
-0.1 -0.13 -2.04 -2.27 13.24 11.29 9.28 33.81 1655503799.4888127
-0.1 -0.13 -2.04 -2.27 13.55 10.44 9.58 33.57 1655503799.4918303
-0.1 -0.13 -2.04 -2.26 12.33 8.97 9.46 30.76 1655503799.495216
-0.1 -0.12 -2.04 -2.27 11.78 9.28 9.95 31.01 1655503799.4987087
-0.1 -0.13 -2.04 -2.27 12.21 9.83 9.4 31.43 1655503799.5025585
-0.1 -0.13 -2.04 -2.26 13.0 9.64 8.0 30.64 1655503799.5135794
-0.1 -0.13 -2.04 -2.27 13.12 8.73 9.64 31.49 1655503799.5146222
-0.1 -0.13 -2.04 -2.27 13.67 10.62 9.52 33.81 1655503799.515734
-0.1 -0.13 -2.03 -2.27 13.31 10.93 9.64 33.87 1655503799.5167792
-0.1 -0.13 -2.04 -2.27 12.33 11.84 9.52 33.69 1655503799.5217314
-0.1 -0.12 -2.04 -2.26 14.83 10.86 8.79 34.48 1655503799.5227911
-0.1 -0.13 -2.04 -2.27 30.15 10.19 9.28 49.62 1655503799.525278
-0.1 -0.13 -2.04 -2.27 13.55 10.01 8.54 32.1 1655503799.5288668
-0.1 -0.13 -2.04 -2.27 14.16 10.8 9.03 34.0 1655503799.5315137
-0.1 -0.13 -2.04 -2.27 13.67 10.5 9.09 33.26 1655503799.5351992
-0.1 -0.13 -2.04 -2.26 13.12 9.7 9.52 32.35 1655503799.538268
-0.1 -0.13 -2.04 -2.27 14.59 9.7 9.34 33.63 1655503799.5421321
-0.1 -0.13 -2.04 -2.27 14.1 8.61 8.85 31.56 1655503799.5451756
-0.1 -0.13 -2.04 -2.27 13.06 11.78 9.4 34.24 1655503799.5484734
-0.1 -0.13 -2.03 -2.26 13.43 9.4 9.03 31.86 1655503799.5523882
-0.1 -0.13 -2.04 -2.27 14.1 10.31 9.03 33.45 1655503799.5634477
-0.11 -0.13 -2.04 -2.27 13.24 10.5 9.4 33.14 1655503799.5645046
-0.1 -0.13 -2.04 -2.27 12.21 10.01 8.97 31.19 1655503799.5655506
-0.1 -0.13 -2.04 -2.26 12.57 10.68 8.97 32.23 1655503799.5665867
-0.1 -0.13 -2.03 -2.26 11.84 10.5 8.91 31.25 1655503799.5718923
-0.1 -0.13 -2.04 -2.27 12.63 8.97 9.34 30.94 1655503799.572961
-0.1 -0.13 -2.04 -2.27 12.51 7.93 9.83 30.27 1655503799.5746124
-0.1 -0.13 -2.04 -2.27 12.7 10.07 9.95 32.71 1655503799.577887
-0.1 -0.13 -2.04 -2.27 12.88 9.58 9.58 32.04 1655503799.5809178
-0.1 -0.13 -2.04 -2.27 11.66 9.89 8.85 30.4 1655503799.5840943
-0.1 -0.13 -2.03 -2.26 11.41 9.64 8.91 29.97 1655503799.587463
-0.11 -0.13 -2.04 -2.28 10.93 10.25 10.19 31.37 1655503799.5910037
-0.1 -0.13 -2.04 -2.27 11.17 10.13 8.61 29.91 1655503799.5943093
-0.1 -0.13 -2.04 -2.27 12.27 8.61 9.4 30.27 1655503799.597489
-0.1 -0.13 -2.04 -2.27 13.55 8.73 10.38 32.65 1655503799.6014497
-0.1 -0.13 -2.03 -2.26 12.08 9.64 9.95 31.68 1655503799.6056654
-0.1 -0.13 -2.04 -2.27 13.67 9.09 9.52 32.29 1655503799.6087537
-0.1 -0.12 -2.05 -2.27 12.7 9.34 9.46 31.49 1655503799.611411
-0.1 -0.13 -2.04 -2.27 13.24 10.25 10.01 33.51 1655503799.614328
-0.1 -0.13 -2.04 -2.27 13.37 9.16 9.95 32.47 1655503799.6176412
-0.1 -0.13 -2.04 -2.27 12.39 8.73 9.4 30.52 1655503799.6209176
-0.1 -0.13 -2.03 -2.26 13.24 10.07 8.67 31.98 1655503799.6243005
-0.1 -0.12 -2.04 -2.26 13.61 10.86 10.5 34.97 1655503799.6275873
-0.1 -0.13 -2.04 -2.27 13.31 10.5 8.79 32.59 1655503799.6313186
-0.1 -0.13 -2.04 -2.28 14.59 10.86 9.03 34.48 1655503799.6342697
-0.11 -0.13 -2.04 -2.27 13.49 9.22 8.54 31.25 1655503799.6377618
-0.1 -0.13 -2.04 -2.27 13.49 9.7 9.4 32.59 1655503799.6413507
